"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3DHE4R9OCZ21B6S9D2OLOTXMNJOG2I","A1AKL5YH9NLD2V","Approved","Wed Jun 12 19:30:25 PDT 2019","Wed Jun 12 19:37:47 PDT 2019","Thu Jun 13 19:37:47 PDT 2019","Wed Jun 12 21:25:26 PDT 2019","","","442","100% (1/1)","100% (1/1)","100% (1/1)","5d01b554b2aa7_a8bd00165643f"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3R08VXYT7FM4UTFFYJ9Y6N0ISN2W7F","AO33H4GL9KZX9","Approved","Wed Jun 12 19:45:28 PDT 2019","Wed Jun 12 19:54:52 PDT 2019","Thu Jun 13 19:54:52 PDT 2019","Wed Jun 12 21:25:28 PDT 2019","","","564","100% (1/1)","100% (1/1)","100% (1/1)","5d01b8d157b38_0009ab308cf88"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3FPRZHYEP1Y9ELEN6X1C745OGCBV3W","A2YE7NBCK14VAQ","Approved","Wed Jun 12 19:28:44 PDT 2019","Wed Jun 12 19:38:10 PDT 2019","Thu Jun 13 19:38:10 PDT 2019","Wed Jun 12 21:25:26 PDT 2019","","","566","100% (1/1)","100% (1/1)","100% (1/1)","5d01b4e132804_39a5ea5c6770d"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3KRVW3HTZQCU8F5TIK1MSGUNHYNSMR","ARB80JPV0HQ5O","Approved","Wed Jun 12 19:26:37 PDT 2019","Wed Jun 12 19:36:09 PDT 2019","Thu Jun 13 19:36:09 PDT 2019","Wed Jun 12 21:25:27 PDT 2019","","","572","100% (1/1)","100% (1/1)","100% (1/1)","5d01b4bed7c2e_0e94831ac58ea"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3Q8GYXHFESTGTRVRTZU0W9FJ90AC5Q","A1YCGICA8XCNBH","Approved","Wed Jun 12 18:23:55 PDT 2019","Wed Jun 12 18:33:40 PDT 2019","Thu Jun 13 18:33:40 PDT 2019","Wed Jun 12 21:25:28 PDT 2019","","","585","100% (1/1)","100% (1/1)","100% (1/1)","5d01a5b345242_b5b5be0ab9832"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","34QN5IT0T2IFMHJDFH8JDSN922U80D","A1H1TKK54YG94Q","Approved","Wed Jun 12 19:44:41 PDT 2019","Wed Jun 12 19:54:49 PDT 2019","Thu Jun 13 19:54:49 PDT 2019","Wed Jun 12 21:25:25 PDT 2019","","","608","100% (1/1)","100% (1/1)","100% (1/1)","5d01b89ecba6c_ca7d4dadbb1f1"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3J2UYBXQQO3SI30PM2BLTERIW6O061","A1VAL7L9L79IN0","Approved","Wed Jun 12 18:24:31 PDT 2019","Wed Jun 12 18:36:21 PDT 2019","Thu Jun 13 18:36:21 PDT 2019","Wed Jun 12 21:25:27 PDT 2019","","","710","100% (1/1)","100% (1/1)","100% (1/1)","5d01a5e4080cc_f1fe47f952daa"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3LOZAJ85YG4CXSNZ2COPCFXHQ86X2B","A3PTO0DMF57GDG","Approved","Wed Jun 12 18:23:47 PDT 2019","Wed Jun 12 18:36:51 PDT 2019","Thu Jun 13 18:36:51 PDT 2019","Wed Jun 12 21:25:27 PDT 2019","","","784","100% (1/1)","100% (1/1)","100% (1/1)","5d01a5a695e22_625beb262db91"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","36W0OB37HZ55HDQWMFFHW4JUNS1HZR","A38LEVBZ3P5F6T","Approved","Wed Jun 12 19:37:58 PDT 2019","Wed Jun 12 19:51:02 PDT 2019","Thu Jun 13 19:51:02 PDT 2019","Wed Jun 12 21:25:25 PDT 2019","","","784","100% (1/1)","100% (1/1)","100% (1/1)","5d01b71a15faf_eb4d1d7a99d6f"
"3LEG2HW4UHESBNYLCGD2IO2M8DS2F1","3Z5V3T2EPXV5M7E6YV2BT8H6513L7R","Collaborate with a partner to find a room within an indoor scene [Pilot]","Two partners communicate via chat to find a goal room in an indoor scene. One navigates and asks questions, while the other provides instructions. [Not available for University of Washington employees]","navigation,dialog,chat,video,videos","$1.25","Wed Jun 12 18:23:33 PDT 2019","30","BatchId:3674257;OriginalHitTemplateId:920937340;","3600","86400","Wed Jun 19 18:23:33 PDT 2019","","","3DR23U6WE85XBRQVQMITPDL0AGXTEH","A3CPQP08A6J09F","Approved","Wed Jun 12 20:23:34 PDT 2019","Wed Jun 12 20:37:18 PDT 2019","Thu Jun 13 20:37:18 PDT 2019","Wed Jun 12 21:25:26 PDT 2019","","","824","100% (1/1)","100% (1/1)","100% (1/1)","5d01c1baa83d9_00b362f03b9d2"
